_id,PARID,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESS,PROPERTYCITY,PROPERTYSTATE,PROPERTYUNIT,PROPERTYZIP,MUNICODE,MUNIDESC,SCHOOLCODE,SCHOOLDESC,LEGAL1,LEGAL2,LEGAL3,NEIGHCODE,NEIGHDESC,TAXCODE,TAXDESC,TAXSUBCODE,TAXSUBCODE_DESC,OWNERCODE,OWNERDESC,CLASS,CLASSDESC,USECODE,USEDESC,LOTAREA,HOMESTEADFLAG,FARMSTEADFLAG,CLEANGREEN,ABATEMENTFLAG,RECORDDATE,SALEDATE,SALEPRICE,SALECODE,SALEDESC,DEEDBOOK,DEEDPAGE,PREVSALEDATE,PREVSALEPRICE,PREVSALEDATE2,PREVSALEPRICE2,CHANGENOTICEADDRESS1,CHANGENOTICEADDRESS2,CHANGENOTICEADDRESS3,CHANGENOTICEADDRESS4,COUNTYBUILDING,COUNTYLAND,COUNTYTOTAL,COUNTYEXEMPTBLDG,LOCALBUILDING,LOCALLAND,LOCALTOTAL,FAIRMARKETBUILDING,FAIRMARKETLAND,FAIRMARKETTOTAL,STYLE,STYLEDESC,STORIES,YEARBLT,EXTERIORFINISH,EXTFINISH_DESC,ROOF,ROOFDESC,BASEMENT,BASEMENTDESC,GRADE,GRADEDESC,CONDITION,CONDITIONDESC,CDU,CDUDESC,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,HEATINGCOOLING,HEATINGCOOLINGDESC,FIREPLACES,BSMTGARAGE,FINISHEDLIVINGAREA,CARDNUMBER,ALT_ID,TAXYEAR,ASOFDATE
53174,0056N00114000000,5119.0, ,BLAIR ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,W E JOHNSTON PLAN 34-PT 35 LOT 19.5X68 IN ALL B,LAIR ST                                        ,2 1/2 STY FRA HSE 5119                         ,11503,11503,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,1326,,,,,02-04-2015,02-04-2015,14607.0,GV,GOVT SALE,TR15,00115,05-19-1982,22000.0,,,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,52700,2500,55200,0,52700,2500,55200,52700,2500,55200,16,OLD STYLE,2.5,1950.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,7.0,4.0,1.0,0.0,2,Central Heat,0.0,0.0,1488.0,1.0,,2025,01-JUN-25
53175,0056N00115000000,5117.0, ,BLAIR ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,TWIN CITY IMP CO PLAN 41 LOT 19X68 BLAIR ST,,,11503,11503,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,1292,,,,,10-26-2012,10-26-2012,5117.0,2,CITY TREASURER,TR13,387,06-28-2007,3000.0,02-27-1987,1.0,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,17100,2500,19600,0,17100,2500,19600,17100,2500,19600,16,OLD STYLE,2.0,1905.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,4.0,FAIR,FR,FAIR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1152.0,1.0,,2025,01-JUN-25
53191,0056N00201000000,5114.0, ,LADORA WAY,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,TWIN CITY IMP CO PLAN 58 LOT 19.30X64.14 LADORA, ST                                            ,2 STY BRK HSE 5114                             ,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,1238,,,,,,02-18-1994,1.0,3,LOVE&AFFECTION,9160,136,,,,,635   WATERFRONT DR E APT 5105,  ,HOMESTEAD PA  ,15120.0,7800,2500,10300,0,7800,2500,10300,7800,2500,10300,16,OLD STYLE,2.0,1905.0,2.0,Brick,1.0,SHINGLE,5.0,Full,D,BELOW AVERAGE,4.0,FAIR,FR,FAIR,4.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,928.0,1.0,,2025,01-JUN-25
53348,0056P00013000A00,5204.0, ,LYTLE ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,H S FLEMING PLAN 3 LOT 20X120.14 LYTLE ST      ,2 STY FRA HSE 5204                             ,,11503,11503,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,70,ROWHOUSE,2403,,,,,06-16-2017,06-16-2017,25338.0,2,CITY TREASURER,TR17,386,11-09-1990,20000.0,,,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,22000,2000,24000,0,22000,2000,24000,22000,2000,24000,11,ROW END,2.0,1900.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C,AVERAGE,4.0,FAIR,FR,FAIR,7.0,4.0,2.0,0.0,2,Central Heat,0.0,0.0,1248.0,1.0,,2025,01-JUN-25
53442,0056P00026000000,5226.0, ,LYTLE ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,H S FLEMING EST PLAN 15 LOT 20X120.14 LYTLE ST,2 STY FRA HSE 5226,,11503,11503,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,2403,,,,,04-13-2017,10-26-2016,5000.0,DT,DATE OF TRANSFER,16761,65,03-15-2013,20000.0,04-11-2006,12000.0,   PO BOX 81171    ,  ,PITTSBURGH PA  ,15217.0,24200,3000,27200,0,24200,3000,27200,24200,3000,27200,16,OLD STYLE,2.0,1915.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C,AVERAGE,4.0,FAIR,FR,FAIR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1423.0,1.0,,2025,01-JUN-25
53443,0056P00027000000,5228.0, ,LYTLE ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,H S FLEMING PLAN 16 LOT 20X120.14 LYTLE ST BET,COURTLAND & MELANCHTON,2 STY FRA HSE 5228,11503,11503,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,2403,,,,,12-21-2018,12-10-2018,15000.0,9,OTHER INVALID,17469,162,01-17-2014,11500.0,12-30-2003,15395.0,930   DIXON AVE   ,  ,NORTH VERSAILLES PA  ,15137.0,21500,3000,24500,0,21500,3000,24500,21500,3000,24500,16,OLD STYLE,2.0,1910.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,3.0,AVERAGE,FR,FAIR,6.0,3.0,1.0,0.0,2,Central Heat,0.0,0.0,1600.0,1.0,,2025,01-JUN-25
53447,0056P00038000000,5221.0, 1/2,LYTLE ST,PITTSBURGH,PA,REAR ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,BLAIR & JOHNSON EST PLAN PTS 180-181 LOT 30X55.44,,,11503,11503,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,100,VACANT LAND,1663,,,,,10-26-2012,10-26-2012,1763.0,2,CITY TREASURER,TR13,401,12-18-1952,0.0,,,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,0,400,400,0,0,400,400,0,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
53468,0056N00142000000,5132.0, ,BLAIR ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,BLAIR & JOHNSTON PL PLAN PT 53 LOT 15.07X80.12 ,BLAIR ST                                       ,2 STY BRK HSE 5132                             ,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,70,ROWHOUSE,1207,,,,,,10-30-2001,7000.0,9,OTHER INVALID,11186,401,07-14-1988,6000.0,,,881   FLEMINGTON ST   ,  ,PITTSBURGH PA  ,15217.0,4000,1500,5500,0,4000,1500,5500,4000,1500,5500,12,ROW INTERIOR,2.0,1905.0,2.0,Brick,4.0,ROLL,5.0,Full,D+,BELOW AVERAGE +,8.0,VERY POOR,VP,VERY POOR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1073.0,1.0,,2025,01-JUN-25
53491,0056P00175000000,5230.0, ,2ND AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,LOT 16.11X94.26X16.11 RR 2ND AVE               ,2 1/2 STY BRK HSE 5230                         ,,11503,11503,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,70,ROWHOUSE,1519,,,,,06-16-2017,06-16-2017,26793.0,GV,GOVT SALE,TR17,388,08-14-1974,6750.0,,,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,21800,1600,23400,0,21800,1600,23400,21800,1600,23400,11,ROW END,2.5,1900.0,2.0,Brick,1.0,SHINGLE,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,7.0,4.0,1.0,0.0,2,Central Heat,0.0,0.0,1858.0,1.0,,2025,01-JUN-25
53506,0057C00352000000,237.0, ,RENOVA ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,GLENWOOD LD CO PL 105 LOT 21.33XAVG138.52 RENOV,A ST,2 1/2 STY BRK HSE 237,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,2995,,,,,02-25-2008,02-25-2008,1.0,3,LOVE&AFFECTION,13529,547,01-16-2003,1.0,01-22-1980,1.0,239   RENOVA ST   ,  ,PITTSBURGH PA  ,15207.0,33200,3200,36400,0,33200,3200,36400,33200,3200,36400,16,OLD STYLE,2.5,1925.0,6.0,Masonry FRAME,4.0,ROLL,5.0,Full,D+,BELOW AVERAGE +,3.0,AVERAGE,AV,AVERAGE,5.0,2.0,1.0,1.0,2,Central Heat,0.0,0.0,1852.0,1.0,,2025,01-JUN-25
53545,0057C00360000000,251.0, ,RENOVA ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,GLENWOOD LAND CO PLAN 98 LOT 21XAVG112.71 RENOV,A ST                                           ,2 STY BRK HSE 251                              ,11503,11503,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,2367,,,,,09-30-2021,09-17-2021,37500.0,99,CORRECTN / DUP,18624,550,05-25-2021,1000.0,06-11-1993,18300.0,727   WOOD ST  FL 3,  ,PITTSBURGH PA  ,15221.0,26300,3000,29300,0,26300,3000,29300,26300,3000,29300,16,OLD STYLE,2.0,1925.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,3.0,AVERAGE,AV,AVERAGE,4.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,952.0,1.0,,2025,01-JUN-25
53568,0056N00143000000,0.0, ,BLAIR ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,BLAIR & JOHNSTON PLAN PTS 53-54 LOT 14.90X80.12, IN ALL BLAIR ST                               ,2 STY BRK HSE 5134                             ,11503,11503,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,100,VACANT LAND,1194,,,,,10-26-2012,10-26-2012,18032.0,2,CITY TREASURER,TR13,388,07-26-2001,1.0,,,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,0,2500,2500,0,0,2500,2500,0,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
53579,0057C00103000000,0.0, ,ALMEDA ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,MANSION HSE PLAN 96 LOT 24X120 ALMEDA ST       ,,,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,100,VACANT LAND,2880,,,,,,03-16-1955,0.0,N,NOT APPLICABLE,,,,,,,       ,  ,   ,,0,1200,1200,0,0,1200,1200,0,1200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
53580,0057C00107000000,0.0, ,2ND AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,MANSION HSE PLAN SUB DIV A PT 189-190 LOT 19.68,XAVG121.89X18.94 RR IN ALL 2ND AVE             ,2 STY BRK HSE 5423                             ,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,100,VACANT LAND,2354,,,,,,04-02-1985,3850.0,4,OTHER,7054,294,,,,,       ,  ,   ,,0,2900,2900,0,0,2900,2900,0,2900,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
53581,0057C00108000000,5425.0, ,2ND AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,MANSION HSE SUB DIV PLAN PTS 188-189 LOT 19.87X,AVG121.72X18.15 RR IN ALL 2ND AV,2 1/2 STY BRK HSE 5425,11503,11503,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,10,SINGLE FAMILY,2314,,,,,12-04-2023,01-21-2023,1.0,3,LOVE&AFFECTION,19512,371,09-20-2006,2.0,07-02-1997,5000.0,5425   2ND AVE   ,  ,PITTSBURGH PA  ,15207.0,8600,2900,11500,0,8600,2900,11500,8600,2900,11500,16,OLD STYLE,2.0,1881.0,2.0,Brick,1.0,SHINGLE,5.0,Full,D,BELOW AVERAGE,3.0,AVERAGE,FR,FAIR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1156.0,1.0,,2025,01-JUN-25
53582,0057C00109000000,0.0, ,2ND AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,MANSION HSE SUB DIV PLAN PTS 187-188 LOT 20.27X,AVG121.72X18.18 RR IN ALL 2ND AVE              ,2 1/2 STY BRK HSE 5427                         ,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,100,VACANT LAND,2340,,,,,,02-24-1981,1.0,3,LOVE&AFFECTION,6347,108,,,,,2850  E CARSON ST  APT 108,  ,PITTSBURGH PA  ,15203.0,0,2900,2900,0,0,2900,2900,0,2900,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
53610,0056N00149000000,5146.0, ,BLAIR ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,BLAIR & JOHNSTON PLAN PT 58 LOT 14.95X90.12,,,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,70,ROWHOUSE,1198,,,,,05-06-2008,05-06-2008,29500.0,9,OTHER INVALID,13600,67,02-12-2002,29500.0,03-29-1985,0.0,802 1/2  OLD EDGEFIELD RD   ,  ,NORTH AUGUSTA SC  ,29841.0,12400,1500,13900,0,12400,1500,13900,12400,1500,13900,12,ROW INTERIOR,2.0,1905.0,2.0,Brick,4.0,ROLL,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1209.0,1.0,,2025,01-JUN-25
53647,0057B00193000000,5280.0, ,2ND AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,LOT 15.45X100 SECOND AVE,,,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,70,ROWHOUSE,1545,,,,,07-01-2005,07-01-2005,4000.0,0,VALID SALE,12500,182,03-08-2005,3297.0,05-06-1998,4200.0,5506   BLACK ST  APT 2,  ,PITTSBURGH PA  ,15206.0,13100,1600,14700,0,13100,1600,14700,13100,1600,14700,12,ROW INTERIOR,2.0,1900.0,2.0,Brick,4.0,ROLL,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,4.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1370.0,1.0,,2025,01-JUN-25
53648,0057B00194000000,5278.0, ,2ND AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,LOT 16.65X100 SECOND AVE                       ,2 STY BRK HSE 5278                             ,,11503,11503,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,100,VACANT LAND,1665,,,,,10-25-2013,10-25-2013,10593.0,2,CITY TREASURER,TR14,115,08-27-1958,0.0,,,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,0,400,400,0,0,400,400,0,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
53649,0057B00195000000,5276.0, ,2ND AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,LOT 16.51X100 SECOND AVE                       ,2 STY BRK HSE 5276                             ,,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,70,ROWHOUSE,1651,,,,,11-12-2014,11-12-2014,9500.0,0,VALID SALE,15795,550,09-01-1975,4500.0,,,5276   2ND AVE   ,  ,PITTSBURGH PA  ,15207.0,9100,1700,10800,0,9100,1700,10800,9100,1700,10800,12,ROW INTERIOR,2.0,1900.0,2.0,Brick,4.0,ROLL,5.0,Full,D+,BELOW AVERAGE +,5.0,POOR,PR,POOR,6.0,3.0,1.0,0.0,2,Central Heat,0.0,0.0,1444.0,1.0,,2025,01-JUN-25
53654,0057C00371000000,317.0, ,RENOVA ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,GLENWOOD LD CO PLAN 87 LOT 21X130 RENOVA ST    ,2 STY BRK VEN HSE 317                          ,,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,2730,,,,,,10-23-1991,1.0,3,LOVE&AFFECTION,8589,404,,,,,724   CHURCHILL AVE   ,  ,PITTSBURGH PA  ,15235.0,3400,2000,5400,0,3400,2000,5400,3400,2000,5400,20,SEMI DETACHED,2.0,1920.0,2.0,Brick,4.0,ROLL,5.0,Full,D+,BELOW AVERAGE +,6.0,UNSOUND,UN,UNSOUND,4.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,896.0,1.0,,2025,01-JUN-25
53656,0057C00374000000,0.0, ,RENOVA ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,GLENWOOD LD CO PLAN 83 & 84 LOT 42X130         ,IN ALL RENOVA ST                               ,,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,100,VACANT LAND,5460,,,,,,01-16-2002,2500.0,9,OTHER INVALID,11247,173,06-23-2000,800.0,12-07-1993,19500.0,2655   ALMOND ST   ,  ,PITTSBURGH PA  ,15226.0,0,4000,4000,0,0,4000,4000,0,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
53664,0056L00071000000,234.0, ,E ELIZABETH ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,LOT 16.69X75 ELIZABETH ST                      ,2 STY BRK V HSE 234                            ,,11503,11503,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,70,ROWHOUSE,1252,,,,,09-01-2023,09-01-2023,49073.0,GV,GOVT SALE,TR24,000119,11-24-1998,1.0,02-13-1985,20500.0,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,11800,1500,13300,0,11800,1500,13300,11800,1500,13300,12,ROW INTERIOR,2.0,1900.0,2.0,Brick,4.0,ROLL,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1584.0,1.0,,2025,01-JUN-25
53666,0056L00072000A00,238.0, ,E ELIZABETH ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,LOT 18.15X75.59X13.49 RR ELIZABETH ST,2 STY BRK V HSE 238,,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,70,ROWHOUSE,1196,,,,,06-24-2013,06-24-2013,7000.0,28,OTHER,15278,207,10-04-2010,7000.0,12-14-2007,7000.0,238   TROWBRIDGE ST   ,  ,PITTSBURGH PA  ,15207.0,11800,1500,13300,0,11800,1500,13300,11800,1500,13300,11,ROW END,2.0,1900.0,2.0,Brick,4.0,ROLL,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1584.0,1.0,,2025,01-JUN-25
53685,0056L00244000000,0.0, ,GLENWOOD AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,THOMAS BLAIR PLAN PT 34 LOT 50X105X20 RR GLENWO,OD AVE                                         ,,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,100,VACANT LAND,3675,,,,,,09-12-1991,1000.0,4,OTHER,8564,21,,,,,5041   GLENWOOD AVE   ,  ,PITTSBURGH PA  ,15207.0,0,3500,3500,0,0,3500,3500,0,3500,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
53727,0057C00112000A00,5433.0, ,2ND AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,MANSIONS HSE SUB DIV PLAN PTS 185-186 LOT 19.43,X121.74X19.92 RR IN ALL SECOND AVE             ,2 STY BRK HSE 5433                             ,11503,11503,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,2395,,,,,06-16-2023,06-16-2023,30539.0,GV,GOVT SALE,TR24,72,12-23-1999,3000.0,,,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,11900,3000,14900,0,11900,3000,14900,11900,3000,14900,16,OLD STYLE,2.0,1900.0,2.0,Brick,1.0,SHINGLE,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1156.0,1.0,,2025,01-JUN-25
53737,0056P00055000000,5145.0, ,LYTLE ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,BLAIR & JOHNSTON PLAN PT 18 LOT 25X80 LYTLE ST ,2 STY FRA HSE 5145                             ,,11503,11503,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,2000,,,,,01-10-2022,01-05-2022,20000.0,H,MULTI-PARCEL SA,18750,202,10-15-1998,25200.0,05-05-1950,0.0,727   WOOD ST  FL 3,  ,PITTSBURGH PA  ,15221.0,15700,2800,18500,0,15700,2800,18500,15700,2800,18500,16,OLD STYLE,2.0,1910.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,5.0,POOR,PR,POOR,9.0,3.0,1.0,1.0,2,Central Heat,0.0,0.0,2450.0,1.0,,2025,01-JUN-25
53742,0056P00058000A00,5129.0, ,ROMA WAY,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,PT 15 LOT 24.99X47.17 ROMA WAY                 ,2 STY FRA HSE #5129                            ,,11503,11503,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,100,VACANT LAND,1179,,,,,10-26-2012,10-26-2012,8337.0,2,CITY TREASURER,TR13,405,12-07-1990,1.0,,,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,0,300,300,0,0,300,300,0,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
53766,0056N00218000000,97.0, ,COURTLAND ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,97 LOT 26.95XAVG65.75X28.67 RR COURTLAND BET LA,NGHORN & BLAIR,2 STY BRK HSE 97,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,1829,,,,,02-01-2010,02-01-2010,14100.0,28,OTHER,14169,314,07-03-2007,14000.0,06-06-2007,10500.0,       ,ATHLONE RD ROSCOMMON  ,  IRELAND ,,16700,2700,19400,0,16700,2700,19400,16700,2700,19400,16,OLD STYLE,2.0,1900.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,4.0,FAIR,FR,FAIR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1160.0,1.0,,2025,01-JUN-25
53771,0056N00226000000,5139.0, ,LANGHORN ST,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,TWIN CITY IMP CO PLAN 90 LOT 19.5X80 LANGHORN  ,2 1/2 STY BRK HSE 5139                         ,,11503,11503,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,1560,,,,,10-28-2016,10-28-2016,4797.0,GV,GOVT SALE,TR17,00164,05-18-1977,11000.0,,,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,31900,2600,34500,0,31900,2600,34500,31900,2600,34500,16,OLD STYLE,2.0,1905.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,3.0,AVERAGE,AV,AVERAGE,7.0,4.0,1.0,0.0,2,Central Heat,0.0,0.0,1316.0,1.0,,2025,01-JUN-25
53793,0056L00251000000,5027.0, ,GLENWOOD AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,BLAIR & JOHNSTON PLAN PTS 27- 28 LOT 20X125 IN ,ALL GLENWOOD BET ELIZABETH & FLOWERS           ,2 STY BRK & SHG HSE 5027                       ,11503,11503,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,2500,,,,,02-01-2021,01-29-2021,15000.0,14,TIME ON MARKET,18318,315,03-17-1998,6000.0,06-17-1961,5500.0,838   BEECHLAND ST   ,  ,HOMESTEAD PA  ,15120.0,20700,3000,23700,0,20700,3000,23700,20700,3000,23700,16,OLD STYLE,2.0,1925.0,6.0,Masonry FRAME,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,4.0,FAIR,FR,FAIR,6.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1088.0,1.0,,2025,01-JUN-25
53794,0056L00252000000,5025.0, ,GLENWOOD AVE,PITTSBURGH,PA, ,15207.0,115,15th Ward - PITTSBURGH,47,Pittsburgh,PTS 27-28 LOT 20X125 IN ALL GLENWOOD AVE,2 STY FRA HSE 5025,,11503,11503,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,2500,,,,,07-20-2007,07-20-2007,1.0,3,LOVE&AFFECTION,13311,401,10-07-1993,0.0,,,5025   GLENWOOD AVE   ,  ,PITTSBURGH PA  ,15207.0,4600,3000,7600,0,4600,3000,7600,4600,3000,7600,16,OLD STYLE,2.0,1915.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,6.0,UNSOUND,UN,UNSOUND,5.0,2.0,1.0,0.0,3,Wall Furnace,0.0,0.0,1136.0,1.0,,2025,01-JUN-25
