PARID,Address
0125N00061000000,"203 HASTINGS ST, PITTSBURGH, PA 15206"
0088G00231000000,"3161 BEECHWOOD BLVD, PITTSBURGH, PA 15217"
0125P00087000000,"6801 THOMAS BLVD, PITTSBURGH, PA 15208"
0088G00232000000,"3163 BEECHWOOD BLVD, PITTSBURGH, PA 15217"
0125K00094000000,No primary address specified
0088H00045000000,"6445 KEMPER ST, PITTSBURGH, PA 15217"
0087D00009000000,"5900 DOUGLAS ST, PITTSBURGH, PA 15217"
0127N00174000000,"2242 BEECHWOOD BLVD, PITTSBURGH, PA 15217"
0125R00149000000,"6920 MCPHERSON BLVD, PITTSBURGH, PA 15208"
0128N00202000000,"169 ANITA AVE, PITTSBURGH, PA 15217"
0175E00005000000,"211 N LEXINGTON ST, PITTSBURGH, PA 15208"
0054S00170000000,"816 LILAC ST, PITTSBURGH, PA 15217"
0054R00256000000,"752 GREENFIELD AVE, PITTSBURGH, PA 15207"
0055B00201000000,"4307 STANLEY ST, PITTSBURGH, PA 15207"
0055A00229000000,"84 BIGELOW ST, PITTSBURGH, PA 15207"
0176A00146000000,"3 FLOTILLA WAY, PITTSBURGH, PA 15221"
0176A00146000A00,"2 FLOTILLA WAY, PITTSBURGH, PA 15221"
0029S00068000000,"9 SYLVAN AVE, PITTSBURGH, PA 15207"
0029S00115000000,"20 WALDECK ST, PITTSBURGH, PA 15207"
0029S00043000000,"165 GREENFIELD AVE, PITTSBURGH, PA 15207"
0054L00105000000,"569 GREENFIELD AVE, PITTSBURGH, PA 15207"
0029S00044000000,"167 GREENFIELD AVE, PITTSBURGH, PA 15207"
0029S00048000000,No primary address specified
0055M00204000000,"554 FRAYNE ST, PITTSBURGH, PA 15207"
0055K00043000000,"4519 SYLVAN AVE, PITTSBURGH, PA 15207"
0055J00092000000,No primary address specified
0055M00122000000,"567 FRAYNE ST, PITTSBURGH, PA 15207"
0054M00051000000,"864 FLEMINGTON ST, PITTSBURGH, PA 15217"
0054N00211000000,"327 KAERCHER ST, PITTSBURGH, PA 15207"
0054P00082000000,"4117 LYDIA ST, PITTSBURGH, PA 15207"
0055K00224000000,"4511 GLADSTONE ST, PITTSBURGH, PA 15207"
0055H00023000000,"4325 TESLA ST, PITTSBURGH, PA 15217"
0054N00314000000,"3834 ACORN ST, PITTSBURGH, PA 15207"
0055K00278000000,"4537 PARNELL ST, PITTSBURGH, PA 15207"
0054N00079000000,No primary address specified
0057G00270000000,No primary address specified
0057D00029000000,No primary address specified
0057B00076000000,No primary address specified
0057B00079000000,"5401 2ND AVE, PITTSBURGH, PA 15207"
0057C00294000000,No primary address specified
0057C00295000000,No primary address specified
0056D00177000000,"453 KILBOURNE ST, PITTSBURGH, PA 15207"
0057D00050000000,No primary address specified
0057B00080000000,"5403 2ND AVE, PITTSBURGH, PA 15207"
0056C00222000000,"385 FLOWERS AVE, PITTSBURGH, PA 15207"
0056C00225000000,No primary address specified
0057G00188000000,"5526 2ND AVE, PITTSBURGH, PA 15207"
0056R00281000000,No primary address specified
0057G00226000000,No primary address specified
0057G00227000000,No primary address specified
0057G00235000000,"5615 2ND AVE, PITTSBURGH, PA 15207"
0057C00343000000,"240 RENOVA ST, PITTSBURGH, PA 15207"
0057C00323000000,"5521 SUNNYSIDE ST, PITTSBURGH, PA 15207"
0057G00170000A00,"5618 2ND AVE, PITTSBURGH, PA 15207"
0055P00141000000,"4664 SYLVAN AVE, PITTSBURGH, PA 15207"
0055P00142000000,"4662 SYLVAN AVE, PITTSBURGH, PA 15207"
0055P00146000000,"4656 SYLVAN AVE, PITTSBURGH, PA 15207"
0057C00224000000,"5400 GLENWOOD AVE, PITTSBURGH, PA 15207"
0057B00098000000,No primary address specified
0057D00055000000,No primary address specified
0057D00055000A00,No primary address specified
0055P00008000000,No primary address specified
0056C00120000000,"4828 GIDDINGS ST, PITTSBURGH, PA 15207"
0057G00168000C00,"5617 HERBERT WAY, PITTSBURGH, PA 15207"
0056B00012000000,No primary address specified
0057C00089000000,No primary address specified
0057C00097000000,No primary address specified
0057C00162000A00,No primary address specified
0057C00163000000,No primary address specified
0057C00163000A00,No primary address specified
0057B00033000000,No primary address specified
0057B00066000000,"5327 2ND AVE, PITTSBURGH, PA 15207"
0055P00044000000,"4610 MONONGAHELA ST, PITTSBURGH, PA 15207"
0056F00147000000,No primary address specified
0056F00305000000,"162 MARSDEN ST, PITTSBURGH, PA 15207"
0056K00064000000,"43 W ELIZABETH ST, PITTSBURGH, PA 15207"
0056K00065000A00,"39 W ELIZABETH ST, PITTSBURGH, PA 15207"
0056K00067000000,"35 W ELIZABETH ST, PITTSBURGH, PA 15207"
0056C00039000000,"354 FLOWERS AVE, PITTSBURGH, PA 15207"
0055P00168000000,"4610 SYLVAN AVE, PITTSBURGH, PA 15207"
0055P00168000A00,"4608 SYLVAN AVE, PITTSBURGH, PA 15207"
0055P00169000000,No primary address specified
0055P00170000000,"4545 CHANCE ST, PITTSBURGH, PA 15207"
0056F00154000000,No primary address specified
0056J00126000000,"5018 BLAIR ST, PITTSBURGH, PA 15207"
0056K00213000000,"207 E ELIZABETH ST, PITTSBURGH, PA 15207"
0056C00322000000,No primary address specified
0056J00138000000,"6 W TECUMSEH ST, PITTSBURGH, PA 15207"
0056J00231000000,"5032 LYTLE ST, PITTSBURGH, PA 15207"
0055P00198000000,"4535 SYLVAN AVE, PITTSBURGH, PA 15207"
0056F00336000000,"126 HAZELWOOD AVE, PITTSBURGH, PA 15207"
0056F00263000000,No primary address specified
0056G00146000000,"5018 ORINOCO ST, PITTSBURGH, PA 15207"
0056F00173000A00,"207 GLEN CALADH ST, PITTSBURGH, PA 15207"
0056F00174000000,"205 GLEN CALADH ST, PITTSBURGH, PA 15207"
0055S00056000000,"4 TESLA ST, PITTSBURGH, PA 15207"
0055S00058000000,"5 TESLA ST, PITTSBURGH, PA 15207"
0056C00074000000,No primary address specified
0056C00085000000,"415 FLOWERS AVE, PITTSBURGH, PA 15207"
0056F00094000000,"4800 2ND AVE, PITTSBURGH, PA 15207"
0056F00276000000,No primary address specified
0056F00280000000,"176 MARSDEN ST, PITTSBURGH, PA 15207"
0056F00282000000,"172 MARSDEN ST, PITTSBURGH, PA 15207"
0056J00172000000,"5 TECUMSEH ST, PITTSBURGH, PA 15207"
0056J00224000000,No primary address specified
0056B00213000000,No primary address specified
0056F00301000000,"170 MARSDEN ST, PITTSBURGH, PA 15207"
0056B00345000000,"168 HAZELWOOD AVE, PITTSBURGH, PA 15207"
0056J00189000000,"5023 LANGHORN ST, PITTSBURGH, PA 15207"
0056J00111000000,"5011 BLAIR ST, PITTSBURGH, PA 15207"
0087K00274000000,"3948 MURRAY AVE, PITTSBURGH, PA 15217"
0088A00218000000,"982 GREENFIELD AVE, PITTSBURGH, PA 15217"
0087J00148000000,"4012 WINDSOR ST, PITTSBURGH, PA 15217"
0087J00156000000,"1044 FLEMINGTON ST, PITTSBURGH, PA 15217"
0088E00155000000,No primary address specified
0056N00073000000,"5116 CHAPLAIN WAY, PITTSBURGH, PA 15207"
0056P00059000000,"5129 LYTLE ST, PITTSBURGH, PA 15207"
0056N00165000000,No primary address specified
0057C00125000000,No primary address specified
0056L00038000000,"214 TIPTON ST, PITTSBURGH, PA 15207"
0056L00280000000,"5033 STEELE CT, PITTSBURGH, PA 15207"
0056L00286000000,"5021 STEELE CT, PITTSBURGH, PA 15207"
0056L00287000000,"5019 STEELE CT, PITTSBURGH, PA 15207"
0056N00114000000,"5119 BLAIR ST, PITTSBURGH, PA 15207"
0056N00115000000,"5117 BLAIR ST, PITTSBURGH, PA 15207"
0056N00201000000,"5114 LADORA WAY, PITTSBURGH, PA 15207"
0056P00013000A00,"5204 LYTLE ST, PITTSBURGH, PA 15207"
0056P00026000000,"5226 LYTLE ST, PITTSBURGH, PA 15207"
0056P00027000000,"5228 LYTLE ST, PITTSBURGH, PA 15207"
0056P00038000000,"5221 LYTLE ST, PITTSBURGH, PA 15207"
0056N00142000000,"5132 BLAIR ST, PITTSBURGH, PA 15207"
0056P00175000000,"5230 2ND AVE, PITTSBURGH, PA 15207"
0057C00352000000,"237 RENOVA ST, PITTSBURGH, PA 15207"
0057C00360000000,"251 RENOVA ST, PITTSBURGH, PA 15207"
0056N00143000000,No primary address specified
0057C00103000000,No primary address specified
0057C00107000000,No primary address specified
0057C00108000000,"5425 2ND AVE, PITTSBURGH, PA 15207"
0057C00109000000,No primary address specified
0056N00149000000,"5146 BLAIR ST, PITTSBURGH, PA 15207"
0057B00193000000,"5280 2ND AVE, PITTSBURGH, PA 15207"
0057B00194000000,"5278 2ND AVE, PITTSBURGH, PA 15207"
0057B00195000000,"5276 2ND AVE, PITTSBURGH, PA 15207"
0057C00371000000,"317 RENOVA ST, PITTSBURGH, PA 15207"
0057C00374000000,No primary address specified
0056L00071000000,"234 E ELIZABETH ST, PITTSBURGH, PA 15207"
0056L00072000A00,"238 E ELIZABETH ST, PITTSBURGH, PA 15207"
0056L00244000000,No primary address specified
0057C00112000A00,"5433 2ND AVE, PITTSBURGH, PA 15207"
0056P00055000000,"5145 LYTLE ST, PITTSBURGH, PA 15207"
0056P00058000A00,"5129 ROMA WAY, PITTSBURGH, PA 15207"
0056N00218000000,"97 COURTLAND ST, PITTSBURGH, PA 15207"
0056N00226000000,"5139 LANGHORN ST, PITTSBURGH, PA 15207"
0056L00251000000,"5027 GLENWOOD AVE, PITTSBURGH, PA 15207"
0056L00252000000,"5025 GLENWOOD AVE, PITTSBURGH, PA 15207"
0012H00009000000,"58 S 25TH ST, PITTSBURGH, PA 15203"
0012K00192000000,"133 S 22ND ST, PITTSBURGH, PA 15203"
0013K00207000000,"2106 SPRING ST, PITTSBURGH, PA 15210"
0013K00114000000,"2122 ARLINGTON AVE, PITTSBURGH, PA 15210"
0013L00049000000,No primary address specified
0012R00028000000,No primary address specified
0057G00365000000,"8 ALLEGHENY TER, PITTSBURGH, PA 15207"
0012R00166000000,"32 ELEANOR ST, PITTSBURGH, PA 15203"
0012S00196000000,"2809 EDWARDS WAY, PITTSBURGH, PA 15203"
0012M00129000000,"2511 SARAH ST, PITTSBURGH, PA 15203"
0012R00025000000,No primary address specified
0013M00301000000,"2932 ARLINGTON AVE, PITTSBURGH, PA 15210"
0013S00102000000,No primary address specified
0013R00081000000,"221 ROTHMAN ST, PITTSBURGH, PA 15210"
0013S00104000000,"2923 DEVLIN ST, PITTSBURGH, PA 15210"
0030N00135000000,"328 FELMETH ST, PITTSBURGH, PA 15210"
0013M00127000000,"2915 ARLINGTON AVE, PITTSBURGH, PA 15210"
0013S00198000000,No primary address specified
0029N00077000000,"2825 SARAH ST, PITTSBURGH, PA 15203"
0013S00207000000,"305 RINNE ST, PITTSBURGH, PA 15210"
0013C00111000000,"2510 MISSION ST, PITTSBURGH, PA 15203"
0013C00276000000,"2311 SIERRA ST, PITTSBURGH, PA 15203"
0013D00057000000,"75 BARRY ST, PITTSBURGH, PA 15203"
0013C00406000000,"45 GREELEY ST, PITTSBURGH, PA 15203"
0013D00154000000,No primary address specified
0013D00155000000,"2714 MISSION ST, PITTSBURGH, PA 15203"
0013G00087000000,"2514 WELLINGTON ST, PITTSBURGH, PA 15203"
0013J00138000000,"1817 WAITE ST, PITTSBURGH, PA 15210"
0013G00125000000,"2435 COBDEN ST, PITTSBURGH, PA 15203"
0013D00203000000,"2810 SHELLY ST, PITTSBURGH, PA 15203"
0013G00364000000,"2708 BERG ST, PITTSBURGH, PA 15203"
0013L00118000000,"2439 ARLINGTON AVE, PITTSBURGH, PA 15210"
0013K00228000000,No primary address specified
0013K00232000000,"2206 ELSIE ST, PITTSBURGH, PA 15210"
0013K00292000000,No primary address specified
0013H00098000000,No primary address specified
0013J00112000000,"1924 ARLINGTON AVE, PITTSBURGH, PA 15210"
0013G00066000000,"941 ELEANOR ST, PITTSBURGH, PA 15203"
0032E00192000000,"430 MCMANUS ST, PITTSBURGH, PA 15210"
0003G00146000000,"1109 E CARSON ST, PITTSBURGH, PA 15203"
0032G00287000000,"845 HENGER ST, PITTSBURGH, PA 15210"
0032H00015000000,"974 PARKWOOD RD, PITTSBURGH, PA 15210"
0032S00063000000,"632 BECKS RUN RD, PITTSBURGH, PA 15210"
0032F00044000000,"565 BURR ST, PITTSBURGH, PA 15210"
0032A00165000000,No primary address specified
0003L00096000000,"1107 SARAH ST, PITTSBURGH, PA 15203"
0012F00083000000,"1931 SIDNEY ST, PITTSBURGH, PA 15203"
0032F00100000000,No primary address specified
0032E00110000000,"500 WALDE ST, PITTSBURGH, PA 15210"
0032A00236000000,"413 OTTILLIA ST, PITTSBURGH, PA 15210"
0032F00331000000,"527 ENGSTLER ST, PITTSBURGH, PA 15210"
0013M00250000000,"119 RINNE ST, PITTSBURGH, PA 15210"
0013N00253000000,"436 PARKWOOD RD, PITTSBURGH, PA 15210"
0013L00272000000,No primary address specified
0013S00026000000,"136 RINNE ST, PITTSBURGH, PA 15210"
0013S00028000000,"134 RINNE ST, PITTSBURGH, PA 15210"
0013P00217000000,"2114 BRENT ST, PITTSBURGH, PA 15210"
0003L00007000000,"816 NEWTON ST, PITTSBURGH, PA 15203"
0003L00009000000,"820 NEWTON ST, PITTSBURGH, PA 15203"
0013P00009000A00,"2125 JONQUIL WAY, PITTSBURGH, PA 15210"
0003L00014000000,"812 WINDOM ST, PITTSBURGH, PA 15203"
0013L00199000000,No primary address specified
0013L00207000000,"2506 ARLINGTON AVE, PITTSBURGH, PA 15210"
0003H00099000000,"1500 BINGHAM ST, PITTSBURGH, PA 15203"
0013R00223000000,"2428 SPRING ST, PITTSBURGH, PA 15210"
0013R00224000000,"2426 SPRING ST, PITTSBURGH, PA 15210"
0013L00213000001,"2428 ARLINGTON AVE, PITTSBURGH, PA 15210"
0013M00218000000,"111 COLOGNE ST, PITTSBURGH, PA 15210"
0013M00220000000,"109 COLOGNE ST, PITTSBURGH, PA 15210"
0013N00219000000,"435 PARKWOOD RD, PITTSBURGH, PA 15210"
0013M00005000000,"2845 PATTERSON ST, PITTSBURGH, PA 15203"
0013P00052000000,"309 STERLING ST, PITTSBURGH, PA 15210"
0013P00195000000,"2123 WENKE ST, PITTSBURGH, PA 15210"
0014C00328000000,"4 SHARON ST, PITTSBURGH, PA 15210"
0013A00338000000,"27 ROSCOE ST, PITTSBURGH, PA 15203"
0014G00342000000,"58 MOUNT OLIVER ST, PITTSBURGH, PA 15210"
0014D00154000000,"3 SAINT THOMAS ST, PITTSBURGH, PA 15203"
0014D00267000000,"2507 S 18TH ST, PITTSBURGH, PA 15210"
0014D00022000000,No primary address specified
0013A00144000000,No primary address specified
0013A00269000000,"1806 BALDAUF ST, PITTSBURGH, PA 15203"
0014G00302000000,No primary address specified
0003M00265000000,"129 S 13TH ST, PITTSBURGH, PA 15203"
0014H00165000000,"2601 QUARRY ST, PITTSBURGH, PA 15210"
0003S00062000000,"33 HACKSTOWN ST, PITTSBURGH, PA 15203"
0014H00051000000,"2651 S 18TH ST, PITTSBURGH, PA 15210"
0014G00332000000,No primary address specified
0012F00127000000,"1925 E CARSON ST, PITTSBURGH, PA 15203"
0012E00012000000,"44 S 17TH ST, PITTSBURGH, PA 15203"
0003R00018000000,"47 WELSH WAY, PITTSBURGH, PA 15203"
0003R00091000000,"12 GERMAN SQ, PITTSBURGH, PA 15203"
0003R00321000000,"919 EUREKA ST, PITTSBURGH, PA 15210"
0004S00129000000,"430 RUXTON ST, PITTSBURGH, PA 15211"
0004S00285000000,"75 HABERMAN AVE, PITTSBURGH, PA 15211"
0004S00288000000,"79 HABERMAN AVE, PITTSBURGH, PA 15211"
0014L00271000000,"1613 ARLINGTON AVE, PITTSBURGH, PA 15210"
0003N00168000000,"20 MILLBRIDGE ST, PITTSBURGH, PA 15210"
0003N00053000000,No primary address specified
0003P00180000000,"715 MCLAIN ST, PITTSBURGH, PA 15210"
0003P00195000000,"730 MCLAIN ST, PITTSBURGH, PA 15210"
0003R00305000000,"8 RENWICK ST, PITTSBURGH, PA 15210"
0003R00306000000,"6 RENWICK ST, PITTSBURGH, PA 15210"
0003N00073000101,"58 CRAIGHEAD ST, PITTSBURGH, PA 15211"
0004S00176000000,"416 IBERIA ST, PITTSBURGH, PA 15211"
0014A00102000000,"109 CRAIGHEAD ST, PITTSBURGH, PA 15211"
0004R00243000A00,"65 CUSHMAN ST, PITTSBURGH, PA 15211"
0004S00204000000,"425 EUREKA ST, PITTSBURGH, PA 15211"
0012N00242000000,"58 GREGORY ST, PITTSBURGH, PA 15203"
0013A00221000000,No primary address specified
0012K00366000000,"158 S 20TH ST, PITTSBURGH, PA 15203"
0013A00233000000,"1932 BALDAUF ST, PITTSBURGH, PA 15203"
0014D00061000000,"1110 E WARRINGTON AVE, PITTSBURGH, PA 15210"
0014D00138000000,"33 SAINT THOMAS ST, PITTSBURGH, PA 15203"
0014D00143000000,"23 SAINT THOMAS ST, PITTSBURGH, PA 15203"
0012J00345000000,"122 S 19TH ST, PITTSBURGH, PA 15203"
0012K00377000000,"1919 MARY ST, PITTSBURGH, PA 15203"
0015H00169000000,"425 CLIMAX ST, PITTSBURGH, PA 15210"
0015H00170000000,"423 CLIMAX ST, PITTSBURGH, PA 15210"
0015L00154000000,"138 CHALFONT ST, PITTSBURGH, PA 15210"
0015H00304000000,"304 E WARRINGTON AVE, PITTSBURGH, PA 15210"
0014B00222000000,"803 EXCELSIOR ST, PITTSBURGH, PA 15210"
0014B00224000000,"807 EXCELSIOR ST, PITTSBURGH, PA 15210"
0015K00126000000,No primary address specified
0014A00243000000,"73 PEDRO WAY, PITTSBURGH, PA 15210"
0015L00215000000,No primary address specified
0015L00224000000,"509 MONTOOTH ST, PITTSBURGH, PA 15210"
0015L00033000000,No primary address specified
0014B00239000000,"845 EXCELSIOR ST, PITTSBURGH, PA 15210"
0014C00356000000,"935 MANTON WAY, PITTSBURGH, PA 15210"
0014A00250000000,"615 EXCELSIOR ST, PITTSBURGH, PA 15210"
0015K00141000000,No primary address specified
0014E00148000000,"501 INDUSTRY ST, PITTSBURGH, PA 15210"
0014A00262000000,"46 MILLBRIDGE ST, PITTSBURGH, PA 15210"
0015L00228000000,No primary address specified
0015L00229000000,No primary address specified
0015L00238000000,No primary address specified
0014B00246000000,No primary address specified
0014B00370000000,"922 MANTON WAY, PITTSBURGH, PA 15210"
0015H00261000000,"226 INDUSTRY ST, PITTSBURGH, PA 15210"
0014C00045000000,"952 EXCELSIOR ST, PITTSBURGH, PA 15210"
0015H00263000000,"232 INDUSTRY ST, PITTSBURGH, PA 15210"
0014E00106000000,"503 CLIMAX ST, PITTSBURGH, PA 15210"
0015M00170000000,No primary address specified
0015K00051000000,"507 BOGGSTON AVE, PITTSBURGH, PA 15210"
0015M00251000000,No primary address specified
0015H00269000000,No primary address specified
0014E00071000000,No primary address specified
0014A00372000000,"520 E WARRINGTON AVE, PITTSBURGH, PA 15210"
0014E00017000000,No primary address specified
0015K00176000000,No primary address specified
0014B00085000000,"731 CARNIVAL WAY, PITTSBURGH, PA 15210"
0014A00213000000,"54 MILLBRIDGE ST, PITTSBURGH, PA 15210"
0015M00146000000,"339 SYLVANIA AVE, PITTSBURGH, PA 15210"
0014B00090000000,"721 CARNIVAL WAY, PITTSBURGH, PA 15210"
0014C00081000000,No primary address specified
0015M00156000000,No primary address specified
0014E00167000000,No primary address specified
0014A00141000000,"84 BELTZHOOVER AVE, PITTSBURGH, PA 15210"
0014A00224000000,"618 EXCELSIOR ST, PITTSBURGH, PA 15210"
0014A00226000000,"616 EXCELSIOR ST, PITTSBURGH, PA 15210"
0015H00155000000,"402 CLIMAX ST, PITTSBURGH, PA 15210"
0015H00160000000,"410 CLIMAX ST, PITTSBURGH, PA 15210"
0015M00196000000,No primary address specified
0014J00139000000,No primary address specified
0014J00147000000,"512 BELTZHOOVER AVE, PITTSBURGH, PA 15210"
0014J00154000000,"600 BELTZHOOVER AVE, PITTSBURGH, PA 15210"
0014F00051000000,"215 WALTER ST, PITTSBURGH, PA 15210"
0014J00162000000,"618 BELTZHOOVER AVE, PITTSBURGH, PA 15210"
0014J00116000000,"618 LILLIAN ST, PITTSBURGH, PA 15210"
0014J00123000000,No primary address specified
0014E00318000000,"205 MILLBRIDGE ST, PITTSBURGH, PA 15210"
0014E00323000000,"127 MILLBRIDGE ST, PITTSBURGH, PA 15210"
0014E00324000000,"125 MILLBRIDGE ST, PITTSBURGH, PA 15210"
0014F00181000000,"841 PROCTOR WAY, PITTSBURGH, PA 15210"
0014F00067000000,No primary address specified
0014J00213000000,"510 CEDARHURST ST, PITTSBURGH, PA 15210"
0014J00216000000,No primary address specified
0014F00272000000,"830 CLIMAX ST, PITTSBURGH, PA 15210"
0014J00218000000,"520 CEDARHURST ST, PITTSBURGH, PA 15210"
0014J00219000000,"522 CEDARHURST ST, PITTSBURGH, PA 15210"
0014G00227000000,"952 INDUSTRY ST, PITTSBURGH, PA 15210"
0014F00322000000,No primary address specified
0014F00323000A00,"842 LOYAL WAY, PITTSBURGH, PA 15210"
0014F00325000000,No primary address specified
0014F00195000000,"821 PROCTOR WAY, PITTSBURGH, PA 15210"
0014J00248000000,"607 CURTIN AVE, PITTSBURGH, PA 15210"
0014F00086000000,No primary address specified
0014F00088000000,"404 ALLEN ST, PITTSBURGH, PA 15210"
0014E00248000000,"613 FREELAND ST, PITTSBURGH, PA 15210"
0014G00137000000,"1415 ARLINGTON AVE, PITTSBURGH, PA 15210"
0014F00292000000,"307 ALLEN ST, PITTSBURGH, PA 15210"
0014E00059000000,"320 BELTZHOOVER AVE, PITTSBURGH, PA 15210"
0014F00024000000,No primary address specified
0014F00338000000,"401 ALLEN ST, PITTSBURGH, PA 15210"
0014B00164000000,"119 WALTER ST, PITTSBURGH, PA 15210"
0014F00199000000,"814 INDUSTRY ST, PITTSBURGH, PA 15210"
0014G00144000000,No primary address specified
0014E00264000000,"320 MILLBRIDGE ST, PITTSBURGH, PA 15210"
0014E00202000000,No primary address specified
0014J00173000000,"706 BERND ST, PITTSBURGH, PA 15210"
0014F00031000000,No primary address specified
0014F00371000000,"867 LILLIAN ST, PITTSBURGH, PA 15210"
0014F00240000000,"854 PROCTOR WAY, PITTSBURGH, PA 15210"
0014G00157000000,No primary address specified
0014G00158000000,"930 CLIMAX ST, PITTSBURGH, PA 15210"
0014G00173000000,"945 CLIMAX ST, PITTSBURGH, PA 15210"
0014E00285000000,No primary address specified
0014J00236000000,No primary address specified
0014J00245000000,"601 CURTIN AVE, PITTSBURGH, PA 15210"
0014F00357000000,"836 FREELAND ST, PITTSBURGH, PA 15210"
0014F00359000000,"840 FREELAND ST, PITTSBURGH, PA 15210"
0014F00254000000,"860 CLIMAX ST, PITTSBURGH, PA 15210"
0014G00193000000,"911 CLIMAX ST, PITTSBURGH, PA 15210"
0014M00076000000,"1789 ARLINGTON AVE, PITTSBURGH, PA 15210"
0015S00053000000,No primary address specified
0015R00221000000,"828 GEARING AVE, PITTSBURGH, PA 15210"
0015S00126000000,No primary address specified
0015S00129000000,No primary address specified
0015S00133000000,"800 ESTELLA AVE, PITTSBURGH, PA 15210"
0015S00096000000,"412 ALTHEA ST, PITTSBURGH, PA 15210"
0033E00114000000,"205 CONNISTON AVE, PITTSBURGH, PA 15210"
0034D00002000000,"415 VANDALIA ST, PITTSBURGH, PA 15210"
0015R00225000000,"836 GEARING AVE, PITTSBURGH, PA 15210"
0015R00230000000,"844 GEARING AVE, PITTSBURGH, PA 15210"
0033J00164000000,"117 SCHUCHERT ST, PITTSBURGH, PA 15210"
0015R00157000000,"712 MONTOOTH ST, PITTSBURGH, PA 15210"
0015S00014000000,"235 MICHIGAN ST, PITTSBURGH, PA 15210"
0014N00034000000,No primary address specified
0014N00035000000,No primary address specified
0015R00187000000,"809 MONTOOTH ST, PITTSBURGH, PA 15210"
0015M00220000000,"215 CHALFONT ST, PITTSBURGH, PA 15210"
0015M00227000000,"229 CHALFONT ST, PITTSBURGH, PA 15210"
0015D00298000000,"414 KINGSBORO ST, PITTSBURGH, PA 15211"
0014L00006000100,"415 KNOX AVE, PITTSBURGH, PA 15210"
0015L00180000000,No primary address specified
0015L00182000000,No primary address specified
0015L00183000000,No primary address specified
0015H00205000000,No primary address specified
0015H00211000000,No primary address specified
0014N00116000000,"503 MICHIGAN ST, PITTSBURGH, PA 15210"
0015G00169000000,"92 INDUSTRY ST, PITTSBURGH, PA 15210"
0015H00077000A00,No primary address specified
0015D00222000000,"427 EDGEMONT ST, PITTSBURGH, PA 15211"
0015D00226000000,"419 EDGEMONT ST, PITTSBURGH, PA 15211"
0015L00194000000,"113 CHALFONT ST, PITTSBURGH, PA 15210"
0015L00195000000,"111 CHALFONT ST, PITTSBURGH, PA 15210"
0015L00200000000,"611 MONTOOTH ST, PITTSBURGH, PA 15210"
0014N00002000000,No primary address specified
0014K00035000000,"834 LILLIAN ST, PITTSBURGH, PA 15210"
0015F00201000000,"192 BOGGSTON AVE, PITTSBURGH, PA 15210"
0014N00039000000,"443 ALTHEA ST, PITTSBURGH, PA 15210"
0015G00202000000,"85 CLIMAX ST, PITTSBURGH, PA 15210"
0015G00203000000,"87 CLIMAX ST, PITTSBURGH, PA 15210"
0015G00212000000,No primary address specified
0014K00004000000,"722 LILLIAN ST, PITTSBURGH, PA 15210"
0015G00043000000,No primary address specified
0015D00064000000,"95 HABERMAN AVE, PITTSBURGH, PA 15211"
0014N00016000000,"910 BERND ST, PITTSBURGH, PA 15210"
0014N00085000000,"454 MICHIGAN ST, PITTSBURGH, PA 15210"
0015G00088000000,"93 INDUSTRY ST, PITTSBURGH, PA 15210"
0015H00089000000,"307 FREELAND ST, PITTSBURGH, PA 15210"
0015L00050000000,"56 LAFFERTY AVE, PITTSBURGH, PA 15210"
0014N00099000000,"425 MICHIGAN ST, PITTSBURGH, PA 15210"
0015L00054000000,"62 LAFFERTY AVE, PITTSBURGH, PA 15210"
0015L00057000000,"68 LAFFERTY AVE, PITTSBURGH, PA 15210"
0015L00057000A00,"70 LAFFERTY AVE, PITTSBURGH, PA 15210"
0015G00245000000,"214 CLIMAX ST, PITTSBURGH, PA 15210"
0015G00098000000,No primary address specified
0015G00281000000,No primary address specified
0015M00184000000,"332 SYLVANIA AVE, PITTSBURGH, PA 15210"
0014J00276000000,"437 CHALFONT ST, PITTSBURGH, PA 15210"
0015H00188000000,"211 ESTELLA AVE, PITTSBURGH, PA 15210"
0014N00108000000,No primary address specified
0015K00101000000,"213 BOGGSTON AVE, PITTSBURGH, PA 15210"
0004F00056000000,"318 NATCHEZ ST, PITTSBURGH, PA 15211"
0004B00013000001,"301 GRANDVIEW AVE, PITTSBURGH, PA 15211"
0004B00192000000,"224 W SYCAMORE ST, PITTSBURGH, PA 15211"
0004B00101000000,"224 KEARSARGE ST, PITTSBURGH, PA 15211"
0004E00142000000,"341 GRACE ST, PITTSBURGH, PA 15211"
0015M00310000000,No primary address specified
0015M00312000000,No primary address specified
0015M00313000000,No primary address specified
0015M00316000000,"208 CHALFONT ST, PITTSBURGH, PA 15210"
0033A00010000000,"443 VANDALIA ST, PITTSBURGH, PA 15210"
0004K00324000000,"7 WHITWORTH ST, PITTSBURGH, PA 15211"
0004K00325000000,"9 WHITWORTH ST, PITTSBURGH, PA 15211"
0015R00076000000,No primary address specified
0015P00012000000,"32 SYLVANIA AVE, PITTSBURGH, PA 15210"
0033E00163000000,"113 DUART ST, PITTSBURGH, PA 15210"
0015R00088000000,No primary address specified
0015P00023000000,No primary address specified
0004L00130000000,No primary address specified
0015R00119000000,"922 MONTOOTH ST, PITTSBURGH, PA 15210"
0004J00178000000,"502 NATCHEZ ST, PITTSBURGH, PA 15211"
0033E00104000000,No primary address specified
0015R00254000000,No primary address specified
0015R00255000000,No primary address specified
0015R00260000000,No primary address specified
0015R00263000000,No primary address specified
